,ts,tx,ty,tz,rx,ry,rz,motor0,motor1
140,1543197960.289992,0.002722012986242771,-0.259831233215332,-0.15433189516067505,-2.428243112824865,-0.015778553942133976,-1.5405861613981577,1305,3618
141,1543197960.300012,0.003497250497341156,-0.25980155963897705,-0.15438500480651854,-2.4292247824883377,-0.015491374574683846,-1.5407414109793867,1305,3618
142,1543197960.310007,0.004000787621736526,-0.2598374101638794,-0.15429618997573852,-2.4310029901370496,-0.01570302032974066,-1.5411739779115112,1287,3634
143,1543197960.319977,0.004858084493875503,-0.2598176923751831,-0.154347034740448,-2.432067040756384,-0.015384627318884118,-1.5412972042182946,1287,3634
144,1543197960.330004,0.005369070670008659,-0.2598258071899414,-0.1543687388420105,-2.433872949197219,-0.015243578838962163,-1.5414534591990787,1287,3634
145,1543197960.340008,0.005847470036149024,-0.25984913425445555,-0.15432795886993408,-2.4348993184242165,-0.015339572905857031,-1.5416865277679723,1287,3634
146,1543197960.350007,0.006471989434957504,-0.25984944915771485,-0.15427207565307616,-2.4368682842782774,-0.015443356751489843,-1.5417670232155722,1287,3634
147,1543197960.360003,0.00697332375049591,-0.25986570301055906,-0.15424574489593504,-2.438068231871888,-0.01563388649225098,-1.5412645962971272,1287,3634
148,1543197960.370006,0.007500564157962799,-0.2598604223251343,-0.15426975021362305,-2.439343112415806,-0.015343470233676586,-1.5415983688015933,1287,3634
149,1543197960.380007,0.007898663192987442,-0.25986051921844483,-0.15421736726760862,-2.4411297417014253,-0.015327431772488138,-1.5416134794962022,1270,3654
150,1543197960.389978,0.008239415770769119,-0.2598322748184204,-0.15416557779312134,-2.442570664577196,-0.015222708874869028,-1.5421765758805448,1270,3654
151,1543197960.400008,0.008898051834106444,-0.25980538692474364,-0.15416511754989623,-2.4445846441163352,-0.0145888611115281,-1.542565628586263,1270,3654
152,1543197960.409976,0.009393120634555815,-0.2597997428894043,-0.15412278728485107,-2.44557017087627,-0.014522034194668075,-1.5424099283102768,1270,3654
153,1543197960.419976,0.010217194455862045,-0.25980587139129635,-0.15408300046920775,-2.4480675895215365,-0.01441350417467531,-1.542510284731318,1270,3654
154,1543197960.429975,0.010675452882051467,-0.2598117092132568,-0.15401008825302123,-2.4493526578795524,-0.014564673197947636,-1.5429410140403368,1270,3654
155,1543197960.44001,0.011289650493860244,-0.25984496784210204,-0.15390631551742553,-2.450625812648078,-0.014930383776055572,-1.542615621028165,1254,3673
156,1543197960.45001,0.011938525313138961,-0.259833970451355,-0.15385731172561645,-2.452686787089565,-0.014585971069971473,-1.5430730123260976,1254,3673
157,1543197960.459993,0.012284641844034194,-0.25980645275115966,-0.15384993572235106,-2.4544129125644205,-0.014148907360458844,-1.5435791979978428,1254,3673
158,1543197960.470009,0.012896255886554717,-0.2597965211868286,-0.1537818681716919,-2.456880245887624,-0.013983720625422141,-1.5432234624262882,1254,3673
159,1543197960.480008,0.01330982984304428,-0.2598210836410522,-0.15369615392684935,-2.458275228264009,-0.014299789781748031,-1.5430904396652114,1254,3673
160,1543197960.490013,0.013738547921180724,-0.2598306518554687,-0.15361458187103272,-2.4602607671516776,-0.014230969532544968,-1.5427996272994735,1254,3673
161,1543197960.500006,0.014372215032577514,-0.25977331523895264,-0.15353790292739866,-2.4638400639871736,-0.013585765682000324,-1.5432519231946142,1236,3692
